	src	mt	score
92	Pulmonary Care Excellence Award 2023 - AdventHealth Dade City received the Pulmonary Care Excellence Award from Healthgrades for its excellence in COPD and pneumonia care.	Pulmonary Care Excellence Award 2023 - AdventHealth Dade City erhielt den Pulmonary Care Excellence Award von Healthgrades für seine Exzellenz in COPD- und Lungenentzündungsversorgung.	-2.0
93	Morgan was named the Wildcats' starting left tackle going into his third season and started the final 11 games after missing the season opener due to injury.	Morgan wurde in seiner dritten Saison von den Wildcats benannt und begann die letzten 11 Spiele, nachdem er aufgrund eines Verletzungsfalles den Start der Saison verpasst hatte.	-12.0
94	The museum includes five halls, the first of which included the personal belongings of the leader, and the other was allocated for gifts, weapons, archives, and documents.	Das Museum umfasst fünf Hallen, von denen der erste die persönlichen Eigenschaften des Führers enthielt und der andere für Geschenke, Waffen, Archiv und Dokumente zugeordnet wurde.	-7.0
95	Azcona managed to keep his lead after Huff's mistake and took his first win of the season, with Michelisz coming in 2nd place and getting BRC Hyundai their third 1-2 of the season.	Azcona schaffte es, seine Führung nach Huff's Fehler zu halten und nahm seinen ersten Sieg der Saison, mit Michelisz kommend auf dem 2. Platz und erhalten BRC Hyundai ihre dritte 1-2 der Saison.	-19.1
96	Upon graduation, she was also assigned to work in Architectural Designing and Theoretical Pursuits at China’s Architectural Designing Bureau of North-western Region in Xi’an.	Nach dem Abschluss des Studiums wurde sie auch zur Arbeit im Bereich Architekturdesign und Theoretische Anstrengungen am chinesischen Architekturdesignbüro der Nordwestregion Xi’an beauftragt.	-11.0
97	A consortium of six major oil companies (Chevron, Exxon, Mobil, Shell, Texaco and Unocal) established Santa Clara Waste Water to service their internal disposal needs.	Ein Konsortium von sechs großen Ölgesellschaften (Chevron, Exxon, Mobil, Shell, Texaco und Unocal) hat Santa Clara Waste Water gegründet, um ihre internen Entsorgungsbedürfnisse zu bedienen.	-1.0
98	Later, he received the rights to 900 acres of land in Vlissingen, New Amsterdam, corresponding to today’s College Point and Flushing on Long Island.	Später erhielt er die Rechte auf 900 Hektar Land in Vlissingen, New Amsterdam, entsprechend dem heutigen College Point und Flushing auf Long Island.	-2.0
99	The album was dubbed the 6th best Brazilian album in 2018 by Rolling Stone Brasil and one of the 25 best Brazilian albums in the first half of 2018 by APCA.	Das Album wurde von Rolling Stone Brasil zum sechsten besten brasilianischen Album im Jahr 2018 und einer der 25 besten brasilianischen Alben im ersten Halbjahr 2018 von APCA.	-12.0
100	By 1890 the population had grown to 100, now boasting a school, grocery store, saloon, hotel, and several shops.	1890 wuchs die Einwohnerzahl auf 100 und verfügte heute über eine Schule, ein Lebensmittelgeschäft, einen Salon, ein Hotel und mehrere Geschäfte.	-10.0
101	"In May 2008 the EP was released, that same month they also released the single ""Love"", with KRS-One and Organized Noize's Sleepy Brown as guest artists."	"Im Mai 2008 wurde die EP veröffentlicht, im selben Monat veröffentlichten sie auch die Single ""Love"", mit KRS-One und Organized Noize's Sleepy Brown als Gastkünstler."	-2.1
102	"""Lost & Found"" is the debut English single by Thai artist Bright Vachirawit Chivaaree, first solicited through GMMTV Records on August 15, 2022."	"""Lost & Found"" ist das Debüt-Englisch-Single des thailändischen Künstlers Bright Vachirawit Chivaaree, das erstmals am 15. August 2022 über GMMTV Records angefordert wurde."	-13.0
103	It is said that Chandramukhi's malicious spirit had attempted to take her revenge, and thus was contained in a room on the third floor with help from priests and sorcerers.	Es wird gesagt, dass Chandramukhi's böse Geist versucht hatte, ihre Rache zu nehmen, und wurde so in einem Raum im dritten Stock mit Hilfe von Priestern und Zaubern eingeschlossen.	-16.1
104	Krzysztof Dracz (born 20 September 1961) is a stage, television, film, and voice actor, theatre director, and screenwriter.	Krzysztof Dracz (* 20. September 1961) ist ein Theater-, Fernseh-, Film- und Sprachdarsteller.	-10.0
105	In February 2015, Chabanon finished second in the Clermont-Ferrand International Chess Tournament, behind winner Jean-Pierre Le Roux and ahead of Kamran Shirazi and Anthony Kosten on tiebreaks.In the first round of the 2022 French League, Chabanon blundered a winning position into a stalemate against FIDE Master Floryan Eugène.	Im Februar 2015 endete Chabanon zweit im Clermont-Ferrand International Chess Tournament, hinter dem Sieger Jean-Pierre Le Roux und vor Kamran Shirazi und Anthony Kosten auf tiebreaks.In der ersten Runde der französischen Liga 2022 blundete Chabanon eine gewinnende Position in eine Stalemate gegen den FIDE-Master Floryan Eugène.	-25.0
106	The album was dubbed the 6th best Brazilian album in 2018 by Rolling Stone Brasil and one of the 25 best Brazilian albums in the first half of 2018 by APCA.	Das Album wurde von Rolling Stone Brasil zum 6. besten brasilianischen Album des Jahres 2018 und zu einem der 25 besten brasilianischen Alben der ersten Hälfte des Jahres 2018 von APCA ausgezeichnet.	-2.0
107	The League also wants to set up a paediatric ward and carry out further renovation work and the purchase of new equipment for Pszczyna hospital.	Die Liga will auch eine Kinderklinik einrichten und weitere Renovierungsarbeiten und den Kauf neuer Ausrüstungen für das Pszczyna Krankenhaus durchführen.	-3.0
108	He would continuously campaign to be awarded the Victoria Cross for his actions during the battle, but no such award would be made.	Er würde kontinuierlich kämpfen, um den Victoria Cross für seine Aktionen während des Kampfes ausgezeichnet zu werden, aber keine solche Auszeichnung würde gemacht werden.	-9.0
109	BFC Dynamo would now be its main obstacle to success.BFC Dynamo opened the 1978-79 DDR-Oberliga with ten consecutive wins.	Die BFC Dynamo eröffnete die 1978-79 DDR-Oberliga mit zehn nachfolgenden Siegen.	-11.0
110	Among the tenants who had already signed a contract by this point were Salvador Colom, Goody's Department Stores, Radio Shack, Rave, Bakers, Flagg's, Gastón Bared, Mediavilla Travel, European Connection, Banco Nacional, Gretjeleen, lluminación and Taco Bell.	Unter den Mietern, die bereits zu diesem Zeitpunkt einen Vertrag unterzeichnet hatten, waren Salvador Colom, Goody's Department Stores, Radio Shack, Rave, Bakers, Flagg's, Gastón Bared, Mediavilla Travel, European Connection, Banco Nacional, Gretjeleen, lluminación und Taco Bell.	0.0
111	The season prior, Marshall finished 11-4-4 after losing in the third round of the 2022 NCAA Division I men's soccer tournament.Marshall was ranked 11th in the United Soccer Coaches preseason poll and 2nd in the Sun Belt Conference preseason poll.	Die Saison vor, Marshall beendete 11-4-4 nach dem Verlust in der dritten Runde der 2022 NCAA Division I Männer Fußballturnier.Marshall wurde Platz 11 in der United Soccer Coaches Vorsaison Umfrage und 2 in der Sun Belt Conference Vorsaison Umfrage.	-25.0
112	While a student at Kent State University, Jenkins was heavily involved with student media, writing for and managing the Daily Kent Stater and leading The Burr Magazine as editor-in-chief.	Während seines Studiums an der Kent State University war Jenkins stark mit Studentenmedien beschäftigt, schrieb und verwaltete die Daily Kent Stater und leitete als Chefredakteur das Burr Magazine.	-1.0
113	"The final version of the album is substantially different from the original recordings, as label Fonit Cetra demanded that three songs, ""Domani farò"", ""Tristezza moderna"" and ""Gocce"", are removed, and significant changes to lyrics and arrangements of the other songs are made."	"Die letzte Version des Albums unterscheidet sich wesentlich von den ursprünglichen Aufnahmen, da das Label Fonit Cetra verlangte, dass drei Songs, ""Domani farò"", ""Tristezza moderna"" und ""Gocce"", entfernt werden, und erhebliche Änderungen an den Texten und Arrangements der anderen Songs vorgenommen werden."	-2.1
114	He joined the Ministry of External Affairs in 1981 and later served as the Ambassador of India to Brunei from 2013 to 2015, Mozambique from 2009 to 2013 and Algeria from 2005 to 2009.Amrohi died from post COVID-19 complications, aged 68, in 2021.	Er fügte sich 1981 an das Außenministerium und diente später als Botschafter Indiens in Brunei von 2013 bis 2015, in Mosambik von 2009 bis 2013 und in Algerien von 2005 bis 2009.Amrohi starb nach COVID-19 Komplikationen, im Alter von 68 Jahren, im Jahr 2021.	-14.2
115	Valerii Valeriiovych Dorokhov (Ukrainian: Валерій Валерійович Дорохов, 21 June 1991, Ternopil - 17 April 2023, Donetsk Oblast) was a Ukrainian entrepreneur, serviceman, lieutenant of the 68th Jaeger Brigade of the Armed Forces of Ukraine, a participant in the Russian-Ukrainian war, commander of Oleh Barna.	Valerii Valeriiovych Dorokhov (* 21. Juni 1991, Ternopil – 17. April 2023, Donetsk Oblast) war ein ukrainischer Unternehmer, Dienstleister, Lieutenant der 68. Jaeger-Brigade der Militärkräfte der Ukraine, ein Teil des russisch-ukrainischen Krieges, Kommandant von Oleh Barna.	-20.0
116	Shadrack Fluellen Slatter (December 13, 1798 – July 5, 1861) was a 19th-century American slave trader and capitalist.	Shadrack Fluellen Slatter (* 13. Dezember 1798; † 5. Juli 1861) war ein amerikanischer Sklavenhändler und Kapitalist des 19. Jahrhunderts.	0.0
117	"Battle co-creator and frequent contributor John Wagner was eager to write the strip, recalling he was ""ready to go"" and ""was all for bashing the Argies"" at the time."	"Battle Co-Creator und häufiger Beitrag John Wagner war eifrig, den Band zu schreiben, erinnert er sich, dass er ""bereit war zu gehen"" und ""war alles für die Argies zu schlagen"" zu der Zeit."	-24.0
118	These were brought to a local Muslim religious leader, who urged local Muslims to protest and demand the culprits be brought to justice.	Diese wurden an einen örtlichen muslimischen religiösen Führer gebracht, der die örtlichen Muslime aufgefordert hat, zu protestieren und die Schuldigen vor Gerechtigkeit zu bringen.	-6.0
119	In 2022, she engaged herself in social service and publicly praised the developmental initiatives of Ashok Gehlot from public platforms.	Im Jahr 2022 engagierte sie sich im sozialen Dienst und lobte öffentlich die Entwicklungsinitiativen von Ashok Gehlot aus öffentlichen Plattformen.	-3.0
120	The inside of the dome is decorated with Qu'ranic verses that revolve around its neck while the outside of the dome is decorated with blue and green faience.	Die Innenseite der Kuppel ist mit Qu'ranischen Versen geschmückt, die um den Hals kreisen, während die Außenseite der Kuppel mit blauem und grünem Fayanz geschmückt ist.	-16.0
121	In the north, that goes through is the road from Patsho Village to Kingnyu village that connects with Thonoknyu to Noklak road at Sanglau Village.	Im Norden geht es durch die Straße von Patsho Village nach Kingnyu Village, die mit Thonoknyu nach Noklak Straße im Sanglau Village verbindet.	-3.0
122	When Aïsha, a young woman who looks like Larry's lost love from Morocco, walks into his store, Larry rethinks his life as he remembers his past.	Als Aïsha, eine junge Frau, die wie Larrys verlorene Liebe aus Marokko aussieht, in seinen Laden geht, denkt Larry nach seiner Vergangenheit über sein Leben nach.	-5.0
123	Within the poem, Claudian has Roma compare Eutropius to Potheinus, an ancient Ptolemaic eunuch responsible for the assassination of Roman general Pompey the Great.	In diesem Gedicht vergleicht Claudia Roma Eutropius mit Potheinus, einem antiken Ptolemäischen Eunuch, der für die Ermordung des römischen Generals Pompey den Großen verantwortlich war.	-25.0
124	His works are exhibited in the United States, the United Kingdom, Canada, Germany, the Netherlands, Italy, Spain, South Africa, Brazil, Mexico, Australia, New Zealand, the United Arab Emirates, Saudi Arabia, Singapore, and many others.	Seine Werke werden in den Vereinigten Staaten, dem Vereinigten Königreich, Kanada, Deutschland, den Niederlanden, Italien, Spanien, Südafrika, Brasilien, Mexiko, Australien, Neuseeland, den Vereinigten Arabischen Emiraten, Saudi-Arabien, Singapur und vielen anderen ausgestellt.	-1.0
