	src	mt	score
107	In December 2022, The Free Press published information about the Twitter Files after Twitter CEO Elon Musk provided Weiss with access to records of Twitter's internal communications.	2022年12月,自由媒体发布了有关Twitter文件的信息,之后Twitter首席执行官埃隆·马斯克向韦斯提供了访问Twitter内部通信的记录。	-11.0
108	When learning to make the dish, Pang mentioned that he had to learn it from memory, tasting the dish as he goes.	在学习做菜时,潘格提到,他必须从记忆中学习,在做菜时尝尝。	-10.0
109	Maryland Fried Chicken, Inc. was approached by Georgia businessman J. R. Miller in 1967 with an offer of $100,000 to become the national franchising agent for MFC.	1967年,喬治亞商人J·R·米勒(J. R. Miller)向Maryland Fried Chicken(英语:Maryland Fried Chicken, Inc.)提出100,000美元的提議成為MFC的國家特許代理人。	-13.0
111	While a student at Kent State University, Jenkins was heavily involved with student media, writing for and managing the Daily Kent Stater and leading The Burr Magazine as editor-in-chief.	作为肯特州立大学的学生,Jenkins与学生媒体密切参与,为《每日肯特州报》写作和管理,并担任《Burr》杂志的首席编辑。	-8.0
112	This line is scheduled to be completed by 2030 and will be operated by the Dhaka Mass Transit Company Limited (DMTCL).	该航线预计将在2030年完成,并将由Daka Mass Transit Company Limited(DMTCL)运营。	-10.0
113	Roderick Yong earned the 2008 Teacher Day's Retired Teacher Award, which came with a gold medal, a certificate of honor, cash in the amount of $4,000, access to a first-class ward at the government hospital, and free medical care at home from a government nurse.	罗德里克·杨(Roderick Yong)获得了2008年教师节退休教师奖,其中一枚金牌、一份荣誉证书、4000美元的现金,获得政府医院一级护士,并从政府护士提供免费家庭医疗护理。	-7.0
114	When Mishra came to meet him, he made her sit into a SUV, in which hired criminals from Palamu were waiting for her.	当米什拉来见他时,他让她坐在一个SUV上,在那里雇佣了来自帕拉穆的犯罪分子在等着她。	-3.0
115	Lines 4 and 5 are used to accommodate trains departing from the station, while line 6 is usually utilized to store out-of-service trains and for shunting.	线路4和5被用来容纳从火车站出发的火车,而线路6通常被用来储存服务外的火车和停车。	-13.0
116	She leads campaign against illegal logging for charcoal production and ranching in Amazonian settlements in the Praia-Alta Piranheria region.	她领导了反非法伐木的运动,以生产木炭和牧场,在阿马索尼亚定居点的Praia-Alta Piranheria地区。	-13.0
117	In addition, some stations sell and purchase programs other than TV Tokyo (due to poor maintenance of relay stations, it is very often excluded, so the frequency is small).	此外,一些電視台除了東京電視台以外,也出售和購買節目(由於電台的維修不良,經常被排除,因此頻度很小)。	-6.0
118	The Silver Nova was ordered in October 2018 from the Meyer Werft shipyard in Germany, under the name Project Evolution, the first of two ships.	Silver Nova于2018年10月从德国的Meyer Werft造船厂订购,名为Project Evolution,这是两艘船中的第一艘。	-1.0
119	"Shot during the lockdown, ""Space and Time,"" a carefree video with beautifully lush green trees and grass served as the background for the singer's countryside oasis."	在封锁期间拍摄的“空间与时间”是一段无忧无虑的视频,美丽的绿树和草地作为歌手的乡村海洋的背景。	-6.0
120	Allegedly involved with the Coffee County voting data breach along with Individuals 24–30, who have all been identified via public records.	据说参与了咖啡县的投票数据盗窃以及24-30个人,他们都通过公开记录被查明。	-16.0
121	Abrykosivka (Ukrainian: Абрикосівка; Old Polish: Beznoskowce) (Also known as Bezniskivtsi (Ukrainian: Безнісківці) until 1966) is a village in the Kamianets-Podilskyi Raion of the Khmelnytskyi Oblast of Ukraine.	阿布里科西夫卡(烏克蘭語:Абрикосівка;舊波蘭語:Beznoskowce)是烏克蘭赫梅爾尼茨基州的一個村莊。	-11.0
123	On the Chutzen, as well as on the Gurten and the Bantiger, there has been an important watchtower in old Bern since the early modern period.	在Chutzen上,以及Gurten和Bantiger上,自现代早期以来,在旧伯尔尼有一个重要的观察塔。	-17.0
124	These were brought to a local Muslim religious leader, who urged local Muslims to protest and demand the culprits be brought to justice.	这些被带到当地的穆斯林宗教领袖那里,他敦促当地的穆斯林抗议并要求将罪犯绳之以法。	0.0
125	In partnership with N M Rothschild & Sons of England, it owned the Chemin de Fer du Nord railway in France that ran from their major hub, the Gare du Nord in Paris, to the English Channel and Belgium.	它與英格蘭的N M Rothschild & Sons(英语:N M Rothschild & Sons of England)合作,擁有法國的Chemin de Fer du Nord鐵路,從巴黎的 Gare du Nord(英语:Gare du Nord)到英吉利海峡和比利時。	-25.0
126	"""Applications of Deep Learning in e-Commerce,"" Krishnendu Chaudhury, GPU Technology Conference, GTC 2018, March 26–29, 2018, Silicon Valley, California."	“深度学习在电子商务中的应用”,Krishnendu Chaudhury,GPU技术会议,GTC 2018,2018年3月26日至29日,2018年硅谷,加利福尼亚州。	-11.0
127	He was born in Manhattan and grew up in the house on 5 East 66th Street (the building is owned by the Lotos Club since 1947).Through his paternal ancestors Bayard Schieffelin was a descendant of John Jay, and through his maternal ancestors he was a member of the Vanderbilt family.	他出生于曼哈顿,成长于东66街5号(自1947年起由洛托斯俱乐部所有)的房子里。 他的祖先贝亚德·希菲林是约翰·杰伊的后代,他的祖先是范德比尔特家族的成员。	-15.0
128	This is a list of songs that reached the top 10 on the Billboard Mainstream Top 40 (or Pop Airplay) chart in 2008.	這首歌在2008年登上告示牌主流排行榜(英语:Billboard Mainstream Top 40)的第10名。	-21.0
129	Arthur E. was also arrested at the same time.The German-Russian businessman Arthur E. is said to have helped the suspected spy Carsten Linke to bring secret documents from the Federal Intelligence Service to Moscow.	据报道,德国 - 俄罗斯商人Arthur E. 已帮助涉嫌间谍卡斯汀林克从联邦情报局的秘密文件到莫斯科。	-17.0
130	At a concert that evening the Minister thanked Macdonald and thanked the town for the donation of land to build an Armoury and confirmed that Alexandria and the 59th Regiment would indeed get their Armoury.	在那天晚上的一场音乐会上,部长感谢麦克唐纳德,并感谢这座城市为建造一座陆地捐赠土地,并确认亚历山大和第59军将真正获得他们的陆地。	-17.0
132	This is a roster of buses currently and previously operated by Memphis Area Transit Authority in Memphis, Tennessee.	这是目前和以前在田纳西州孟菲斯的孟菲斯区过境管理局运营的巴士列表。	-8.0
133	The League also wants to set up a paediatric ward and carry out further renovation work and the purchase of new equipment for Pszczyna hospital.	该联盟还希望为普什奇纳医院设立一个儿科室,进行进一步的翻新工作和购买新的设备。	-5.0
135	This is a list of songs that reached the top 10 on the Billboard Mainstream Top 40 (or Pop Airplay) chart in 2012.	這是2012年在Billboard Mainstream Top 40(或Pop Airplay)排行榜上登上榜首的歌曲列表。	-5.0
136	NTA provided greater visibility into network activities to quickly identify and respond to potential threats.By 2020, NTA adoption was growing for real-time threat detection.	NTA在网络活动中提供了更大的可见性,以便快速识别和应对潜在威胁。	-5.0
137	"Revolver wrote that it was ""her painful, gripping lyricism that truly sets her apart in a crowded field"", while Earmilk described Birth of Venus as ""empowering EDM anthems that aim to be a voice for women’s safety at clubs and shows""."	Revolver 写道,这是“她的痛苦,令人震惊的激情,真正把她分开在一个繁忙的领域”,而Earmilk 将金星的诞生描述为“强化EDM的灵感,旨在成为俱乐部和表演中的妇女安全的声音”。	-25.0
138	"Marchuk's ""Shevchenkiana"" consists of 42 paintings (out of a hundred planned), which were made in tempera (1983-1984)."	马鲁克的《舍夫琴基亚纳》包括42幅图画(从100幅计划中),这些图画是用梅特拉制作的(1983-1984)。	-9.0
140	She won her first Screen Award Marathi and her second Maharashtra State Award for Devrai (2004), in which she played the sister of a man with schizophrenia who is battling to come to terms with his sickness.	她赢得了她的第一个屏幕奖马拉蒂和她的第二个马哈拉斯特拉国家奖为Devrai(2004年),在那里她扮演了一个患有精神分裂症的男人的妹妹,他正在争取与他的疾病相匹配。	-25.0
141	On March 6, 1991, he released Extremely Live with material recorded at Miami, Cleveland, Kissimee, Columbus and Tampa concerts.	1991年3月6日,他发行了Extremely Live,在迈阿密,克利夫兰,基西米,哥伦布和坦帕的音乐会中录制的材料。	-10.0
142	Steve Lacy won Best Progressive R&B Album with Gemini Rights and Robert Glasper won Best R&B Album with Black Radio III	史蒂夫·莱西(Steve Lacy)获Gemini Rights奖最佳进步R&B专辑,罗伯特·格拉斯珀(Robert Glasper)获BlackRadio III奖最佳R&B专辑	-15.0
143	In partnership with N M Rothschild & Sons of England, it owned the Chemin de Fer du Nord railway in France that ran from their major hub, the Gare du Nord in Paris, to the English Channel and Belgium.	在与英格兰的NM罗斯柴尔德和儿子合作,它拥有法国的Chemin de Fer du Nord铁路,从他们的主要枢纽,巴黎的Gare du Nord,到英格兰运河和比利时。	-22.0
144	Urrutia's teammate Ma Qing Hua won the second race after leading from the start, scoring his first win of the season.	乌鲁蒂亚的队友马庆华从一开始就领先,并在赛季的第一场胜利中赢得第二轮比赛。	-6.0
145	The earliest description of the Territory in print is thought to have appeared in the 1688 Historia de Yucathan by Diego López de Cogolludo, who credited this information to Bartolomé de Fuensalida, a Franciscan friar who himself likely first got it from an Itza delegation to Tipu in 1618.	最早的印刷描述的领土被认为出现在1688年由迪埃戈·洛佩斯·德·科戈卢多(Diego López de Cogolludo)的Yucathan的历史,他把这个信息归功于巴特罗梅·德·富恩萨利达(Bartolomé de Fuensalida),一个法兰西斯克修道士,他自己可能首先从伊兹派对Tipu的1618年得到它。	-25.0
146	Krzysztof Dracz (born 20 September 1961) is a stage, television, film, and voice actor, theatre director, and screenwriter.	Krzysztof Dracz(出生于1961年9月20日)是一位舞台,电视,电影和语音演员,剧院导演和剧本编剧。	-7.0
